transaction_id,user_id,transaction_date,region,product_category,sale_amount,status,city,state,age,subscription,raw_timestamp,email,username,price,quantity,store_id,product_name,discount_pct,customer_segment
T000500,U00194,2023-10-12,South,Sports,4085.46,Pending,Houston,OR,17.0,Basic,2024-11-09 22:14:00,useru00194@gmail.com,,462.48,12,S005,Product_204,0.14,Home Office
T000371,U00146,2024-09-08,West,Sports,523.57,Pending,Atlanta,NY,51.0,Basic,03/21/2024 10:52:00,useru00146@gmail.com,user_256,689.67,8,S003,Product_168,0.3,Consumer
T000199,U00357,2023-07-08,West,Toys,3305.78,Inactive,New York,WA,64.0,Free,2023-11-28 08:10:00,useru00357@gmail.com,user_171,649.31,3,S008,Product_036,0.25,Home Office
T000688,U00190,2024-08-28,East,Beauty,2273.14,Inactive,Atlanta,OR,16.0,Premium,01/23/2023 02:08:00,useru00190@yahoo.com,user_324,1399.87,7,S001,Product_155,0.49,Consumer
T000585,U00194,2024-11-06,East,Books,2222.62,Pending,Seattle,IL,39.0,Standard,11/09/2024 07:31:00,,user_2,400.72,14,S001,Product_235,0.26,Consumer
T000902,U00154,2023-06-26,South,Home & Kitchen,1711.63,Pending,Atlanta,CO,19.0,Standard,2024-06-22 04:58:00,useru00154@outlook.com,user_333,827.92,14,S005,Product_035,,Home Office
T000060,U00199,2023-03-28,Central,Sports,2864.08,Active,Phoenix,TX,32.0,Basic,03/06/2023 05:27:00,useru00199@yahoo.com,user_185,620.24,10,S010,Product_101,0.23,Consumer
T000329,U00177,2023-09-08,South,Electronics,3040.79,Pending,Los Angeles,GA,29.0,Basic,2023-05-17 16:22:00,useru00177@yahoo.com,user_58,1699.26,14,S013,Product_061,0.15,Corporate
T000097,U00428,2024-09-01,West,Clothing,444.27,Inactive,Phoenix,WA,48.0,Standard,2024-12-18T19:37:00,useru00428@gmail.com,user_76,1458.78,2,S015,Product_055,0.28,Corporate
T000313,U00338,2024-12-17,South,Furniture,1476.38,Active,New York,GA,51.0,Standard,2023-02-02 04:31:00,useru00338@outlook.com,user_240,1118.49,11,S009,Product_124,0.12,Home Office
T000366,U00395,2023-09-24,Central,Books,423.99,Active,Chicago,NV,70.0,Basic,2024-09-02 03:06:00,useru00395@gmail.com,user_254,2282.23,2,S008,Product_012,0.21,Home Office
T000300,U00288,2024-10-03,West,Sports,4672.29,Inactive,New York,IL,28.0,Premium,,useru00288@gmail.com,user_34,699.75,1,S002,Product_112,0.21,Corporate
T000278,U00133,2024-08-06,South,Books,967.34,,Seattle,GA,54.0,Basic,2024-04-09T00:27:00,,user_166,2487.79,11,S009,Product_239,0.25,Consumer
T000925,U00105,2024-12-11,East,Toys,1446.13,Active,Boise,TX,49.0,Standard,2023-09-05 06:49:00,useru00105@yahoo.com,user_325,,12,S011,Product_300,0.19,Consumer
T000602,U00372,2024-06-25,East,Clothing,1554.83,Active,Chicago,CA,67.0,Free,10/08/2024 12:10:00,useru00372@yahoo.com,user_22,1972.7,6,S006,Product_279,0.34,Home Office
T000440,U00251,2024-11-16,Central,Electronics,1116.25,Churned,Tucson,AZ,38.0,Standard,09/17/2024 19:48:00,useru00251@outlook.com,user_256,532.02,6,S007,Product_093,0.21,Corporate
T000838,U00126,2024-01-02,West,Home & Kitchen,4049.84,Churned,Los Angeles,AZ,69.0,Premium,08/20/2023 10:18:00,useru00126@outlook.com,user_116,1454.33,13,S009,Product_146,0.35,Consumer
T000571,U00213,2023-04-06,East,Beauty,749.36,Active,Phoenix,NV,46.0,Free,2023-07-04 13:02:00,useru00213@outlook.com,user_315,11.83,14,S009,Product_104,0.11,Home Office
T000880,U00160,2023-11-23,South,Clothing,2702.49,,Tucson,IL,53.0,Standard,,useru00160@gmail.com,user_202,1919.11,1,S004,Product_264,0.19,Home Office
T000262,U00404,2023-08-22,West,Furniture,2072.91,Inactive,New York,GA,65.0,Free,2024-03-29 04:49:00,useru00404@outlook.com,user_44,1007.12,7,S001,Product_202,0.38,Home Office
T000579,U00163,2023-09-09,East,Furniture,1474.32,Active,New York,WA,57.0,Premium,09/22/2023 12:09:00,useru00163@yahoo.com,user_272,1248.23,7,S001,Product_014,0.49,Home Office
T000024,U00057,2024-05-26,East,Electronics,3163.46,Pending,New York,WA,,Basic,2024-08-07T13:11:00,useru00057@outlook.com,user_35,1362.48,9,S009,Product_011,0.2,Home Office
T000031,U00270,2024-02-25,Central,Clothing,635.38,Active,Portland,CO,58.0,Premium,2024-07-18 20:37:00,useru00270@gmail.com,user_29,1297.66,3,S006,Product_116,0.17,Corporate
T000618,U00442,2024-10-06,East,Toys,3213.95,Active,Reno,AZ,29.0,Premium,2024-05-22T14:28:00,,user_230,1816.42,7,S011,Product_067,0.3,Home Office
T000011,U00445,2023-02-22,South,Books,1764.71,Active,Chicago,CO,29.0,Basic,07/23/2024 11:07:00,useru00445@yahoo.com,user_393,1535.87,1,S010,Product_137,0.01,Corporate
T000222,U00428,2024-08-22,East,Toys,1130.36,Active,Houston,WA,55.0,Basic,10/31/2024 21:57:00,useru00428@yahoo.com,user_331,302.79,2,S010,Product_186,0.29,Corporate
T000821,U00008,2023-06-23,Central,Books,978.83,Active,Los Angeles,OR,26.0,Standard,02/05/2024 18:02:00,useru00008@yahoo.com,user_234,,13,S008,Product_183,0.03,Consumer
T000297,U00328,2024-12-12,Central,Toys,1911.97,Churned,Austin,OR,,Premium,2023-05-20T10:42:00,useru00328@yahoo.com,user_281,1785.39,8,S014,Product_143,0.42,Consumer
T000055,U00283,2024-02-26,West,Books,2683.33,Inactive,Phoenix,OR,66.0,Premium,2023-04-09 16:09:00,useru00283@outlook.com,user_182,995.26,7,S008,Product_290,0.12,Corporate
T000543,U00201,2023-01-12,East,Electronics,572.64,Inactive,Atlanta,CA,34.0,Premium,2023-09-07 15:51:00,useru00201@yahoo.com,user_110,972.7,9,S014,Product_037,0.07,Home Office
T000210,U00405,2024-10-15,South,Home & Kitchen,2894.83,Active,Los Angeles,OR,69.0,Standard,08/10/2023 18:30:00,useru00405@outlook.com,user_127,1088.45,15,S010,Product_077,0.46,Corporate
T000605,U00124,2024-08-30,West,Sports,2467.98,Pending,Chicago,IL,17.0,Standard,2023-03-20T02:58:00,useru00124@yahoo.com,user_168,242.79,14,S007,Product_283,0.36,Consumer
T000693,U00358,2023-03-02,West,Beauty,4873.88,Churned,Houston,NY,67.0,Premium,2024-03-13 02:47:00,useru00358@gmail.com,,2052.93,1,S001,Product_237,0.04,Corporate
T000663,U00078,2024-04-19,Central,Furniture,2897.19,,Houston,CO,57.0,Premium,2024-08-25T11:14:00,useru00078@gmail.com,user_217,1070.74,9,S011,Product_128,0.09,Home Office
T000867,U00477,2024-11-04,West,Home & Kitchen,3291.57,Inactive,Portland,CA,52.0,Free,,useru00477@outlook.com,user_292,2058.18,1,S004,Product_193,0.32,Consumer
T000071,U00070,2024-02-26,South,Books,4336.57,Churned,New York,IL,24.0,Standard,2024-11-23 12:31:00,useru00070@yahoo.com,user_193,1585.9,2,S007,Product_264,0.37,Corporate
T000544,U00075,2023-03-11,East,Clothing,2835.13,Churned,Los Angeles,AZ,29.0,Basic,03/18/2024 01:55:00,useru00075@gmail.com,user_372,979.99,14,S004,Product_066,0.24,Home Office
T000108,U00010,2023-08-22,West,Home & Kitchen,,Inactive,Austin,NY,38.0,Standard,2024-01-20T20:16:00,useru00010@outlook.com,user_339,,2,S007,Product_228,0.19,Corporate
T000494,U00256,2023-07-06,East,Beauty,493.86,Active,Los Angeles,AZ,51.0,Basic,,useru00256@gmail.com,,2018.98,5,S002,Product_179,0.34,Consumer
T000591,U00388,2024-12-13,Central,Toys,4087.16,Inactive,Seattle,AZ,21.0,Basic,08/12/2024 08:00:00,useru00388@yahoo.com,user_285,72.11,11,S010,Product_011,0.33,Consumer
T000742,U00134,2024-12-23,East,Books,953.87,Active,New York,IL,20.0,Free,2024-07-17 11:03:00,useru00134@gmail.com,user_209,1678.52,14,S004,Product_100,0.16,Corporate
T000293,U00292,2024-04-07,Central,Books,475.28,Inactive,Chicago,CA,67.0,Basic,07/11/2023 06:04:00,useru00292@gmail.com,user_269,148.35,3,S006,Product_211,0.2,Consumer
T000290,U00061,2023-03-15,East,Sports,1675.45,Active,Phoenix,WA,27.0,Free,07/10/2024 08:00:00,useru00061@yahoo.com,user_207,2055.54,1,S008,Product_263,0.49,Corporate
T000653,U00429,2023-09-15,East,Electronics,561.7,Churned,Austin,GA,,Premium,2024-02-27 17:14:00,useru00429@yahoo.com,user_47,,1,S009,Product_050,0.41,Corporate
T000040,U00163,2024-05-06,East,Books,1446.07,Inactive,Houston,OR,67.0,Standard,05/30/2023 09:02:00,useru00163@gmail.com,user_227,1869.61,14,S009,Product_139,0.47,Consumer
T000590,U00110,2023-08-12,East,Electronics,1289.72,Inactive,Los Angeles,WA,56.0,Basic,2023-08-03 02:21:00,useru00110@gmail.com,,1867.31,4,S001,Product_244,0.34,Home Office
T000308,U00365,2024-01-29,East,Clothing,2597.5,Inactive,Austin,OR,31.0,Basic,06/29/2024 21:56:00,useru00365@outlook.com,user_373,277.64,13,S006,Product_074,0.13,Home Office
T000680,U00464,2023-03-10,South,Beauty,4944.6,Active,Seattle,AZ,31.0,Premium,2024-06-28T06:52:00,useru00464@outlook.com,user_309,1128.59,2,S001,Product_165,0.12,Consumer
T000067,U00181,2024-04-13,Central,Books,4594.23,Pending,New York,AZ,22.0,Premium,2024-01-18T22:09:00,useru00181@outlook.com,user_197,1219.24,15,S011,Product_089,0.28,Consumer
T000276,U00334,2023-03-21,East,Toys,3364.51,Churned,Seattle,NV,37.0,Standard,12/14/2024 00:07:00,useru00334@gmail.com,user_114,1897.26,12,S006,Product_099,0.04,Corporate
T000068,U00096,2023-11-19,South,Electronics,4328.96,Inactive,Denver,IL,67.0,Basic,2024-10-30T15:26:00,useru00096@outlook.com,user_251,1415.67,4,S005,Product_017,0.14,Consumer
T000319,U00412,2023-07-20,Central,Electronics,1817.51,Active,New York,TX,39.0,Basic,06/22/2023 01:06:00,useru00412@gmail.com,user_61,1626.99,3,S011,Product_207,0.12,Corporate
T000549,U00216,2023-07-23,West,Furniture,3144.28,Active,Atlanta,OR,39.0,Premium,2023-05-06 11:48:00,useru00216@gmail.com,user_281,322.92,12,S011,Product_217,0.1,Home Office
T000741,U00028,2023-01-29,West,Beauty,542.11,Active,Chicago,CO,36.0,Standard,06/25/2024 22:38:00,useru00028@outlook.com,user_347,2409.79,7,S013,Product_041,0.46,Consumer
T000715,U00201,2023-07-21,Central,Sports,3589.23,Active,Atlanta,WA,56.0,Premium,2023-07-14 04:54:00,useru00201@yahoo.com,user_61,2421.8,13,S007,Product_071,0.46,Home Office
T000754,U00073,2024-09-11,West,Beauty,2867.8,Active,Los Angeles,WA,22.0,Free,2024-02-25 06:02:00,useru00073@yahoo.com,user_359,585.32,11,S012,Product_079,0.32,Home Office
T000328,U00374,2023-09-03,South,Home & Kitchen,2880.83,Active,New York,CO,66.0,Free,2024-03-10T21:32:00,useru00374@yahoo.com,user_347,1746.22,10,S004,Product_004,0.36,Home Office
T000383,U00475,2024-12-02,West,Home & Kitchen,2620.7,Inactive,New York,TX,34.0,Premium,2023-10-29 00:29:00,useru00475@outlook.com,user_251,1078.66,1,S001,Product_129,0.07,Home Office
T000452,U00257,2024-10-18,West,Beauty,4361.71,Active,Los Angeles,NY,15.0,Standard,02/21/2024 16:30:00,useru00257@yahoo.com,user_367,1790.91,9,S012,Product_013,0.22,Consumer
T000523,U00097,2024-09-03,Central,Books,3669.77,Active,Chicago,GA,33.0,Basic,12/18/2024 00:19:00,,user_334,1056.45,13,S015,Product_076,0.22,Consumer
T000219,U00461,2023-02-11,West,Clothing,1547.33,Churned,Houston,CO,37.0,Premium,2024-10-18T06:37:00,useru00461@yahoo.com,user_43,1116.42,2,S009,Product_202,0.1,Home Office
T000788,U00018,2023-04-18,Central,Toys,4794.91,Churned,Chicago,AZ,49.0,Basic,11/03/2023 13:53:00,useru00018@yahoo.com,user_20,,8,S004,Product_005,0.13,Consumer
T000437,U00225,2024-09-23,East,Furniture,3657.46,Active,Los Angeles,AZ,53.0,Standard,2023-11-04 01:59:00,useru00225@outlook.com,user_219,2385.18,1,S003,Product_263,0.08,Home Office
T000765,U00230,2023-07-29,East,Home & Kitchen,1723.71,Active,Seattle,OR,55.0,Standard,,useru00230@yahoo.com,user_74,1032.95,5,S002,Product_225,0.29,Consumer
T000089,U00486,2023-07-12,South,Toys,2715.2,Active,Houston,CA,29.0,Premium,2024-05-04T00:21:00,useru00486@gmail.com,user_91,2111.49,1,S003,Product_073,0.39,Corporate
T000064,U00055,2023-01-11,West,Sports,2558.27,Inactive,Chicago,NV,29.0,Basic,2024-11-26T18:44:00,useru00055@gmail.com,user_152,2404.51,12,S003,Product_179,0.16,Consumer
T000827,U00386,2023-08-24,East,Electronics,1090.4,Active,Phoenix,IL,,Premium,2024-03-28 09:52:00,useru00386@outlook.com,user_362,,10,S003,Product_171,0.13,Home Office
T000717,U00287,2023-12-13,South,Home & Kitchen,3603.63,Active,Chicago,CO,26.0,Standard,2024-01-09 17:15:00,useru00287@gmail.com,user_18,,14,S006,Product_271,,Home Office
T000352,U00025,2023-11-19,West,Books,52.31,Active,Los Angeles,OR,47.0,Standard,2023-12-31T04:44:00,useru00025@yahoo.com,user_258,2019.7,10,S013,Product_196,0.24,Consumer
T000937,U00127,2024-03-23,Central,Toys,3129.26,Active,Houston,NV,50.0,Basic,2024-09-28 15:53:00,useru00127@gmail.com,user_91,2454.68,14,S006,Product_289,0.42,Corporate
T000257,U00435,2024-05-22,Central,Books,194.72,Inactive,Chicago,NV,58.0,Standard,,useru00435@outlook.com,user_33,1622.51,2,S008,Product_178,0.22,Consumer
T000636,U00467,2023-05-02,South,Furniture,,,Austin,CA,,Standard,2024-01-17T20:14:00,useru00467@gmail.com,user_122,2194.04,14,S002,Product_167,,Consumer
T000645,U00474,2023-03-04,Central,Electronics,1017.96,Active,Houston,OR,56.0,Basic,08/10/2024 10:07:00,useru00474@gmail.com,user_373,2321.7,13,S003,Product_296,0.08,Home Office
T000555,U00035,2023-08-26,South,Electronics,2867.32,Churned,Denver,TX,33.0,Free,2023-06-21 07:01:00,useru00035@gmail.com,user_52,1958.94,13,S008,Product_284,0.38,Consumer
T000348,U00498,2024-03-07,West,Sports,288.77,,Phoenix,TX,39.0,Standard,2024-03-10T11:03:00,useru00498@outlook.com,"",399.64,3,S002,Product_126,0.04,Corporate
T000169,U00142,2023-03-05,Central,Furniture,4453.11,Active,Los Angeles,GA,32.0,Premium,2024-02-07 21:08:00,useru00142@outlook.com,user_314,1717.88,10,S003,Product_219,0.49,Corporate
T000918,U00212,2024-06-15,Central,Sports,4982.75,Active,Tucson,CO,15.0,Basic,2023-04-14T05:53:00,useru00212@gmail.com,user_169,111.56,6,S008,Product_017,0.18,Home Office
T000529,U00389,2024-08-06,Central,Books,4166.32,Churned,Los Angeles,WA,38.0,Basic,08/24/2023 18:56:00,useru00389@gmail.com,user_111,2151.59,12,S007,Product_168,0.23,Consumer
T000824,U00244,2024-01-09,Central,Furniture,3494.45,Churned,Phoenix,IL,57.0,Basic,2023-12-04T07:19:00,useru00244@gmail.com,"",1903.83,7,S005,Product_080,0.25,Home Office
T000169,U00142,2023-03-05,Central,Furniture,4453.11,Active,Los Angeles,GA,32.0,Premium,2024-02-07 21:08:00,useru00142@outlook.com,user_314,1717.88,10,S003,Product_219,0.49,Corporate
T000817,U00084,2023-03-05,South,Sports,534.12,Churned,Houston,NV,53.0,Premium,2023-04-02 08:02:00,useru00084@yahoo.com,user_124,1726.2,10,S014,Product_239,0.38,Consumer
T000087,U00246,2023-03-04,West,Furniture,694.81,Churned,New York,GA,30.0,Standard,2023-01-20T12:50:00,useru00246@outlook.com,user_177,1258.47,3,S001,Product_164,,Corporate
T000433,U00259,2024-02-24,West,Electronics,1562.71,Active,Los Angeles,CO,51.0,Premium,2024-04-19 02:07:00,useru00259@gmail.com,user_303,55.17,1,S004,Product_192,0.23,Consumer
T000185,U00412,2023-10-18,East,Home & Kitchen,365.5,Active,Atlanta,CO,18.0,Basic,11/22/2024 01:06:00,useru00412@yahoo.com,user_361,1483.93,12,S008,Product_183,0.16,Home Office
T000848,U00185,2024-03-16,West,Clothing,2391.3,Active,New York,IL,54.0,Standard,2023-03-28 18:14:00,useru00185@gmail.com,user_91,748.21,2,S010,Product_114,,Consumer
T000535,U00436,2024-08-10,West,Sports,4125.18,Churned,Houston,NY,47.0,Basic,2024-08-12T00:16:00,useru00436@gmail.com,user_351,840.57,12,S014,Product_192,0.27,Home Office
T000295,U00270,2023-12-03,South,Toys,2306.42,Pending,Denver,WA,56.0,Basic,12/18/2024 22:50:00,useru00270@gmail.com,user_92,1834.44,15,S011,Product_094,,Home Office
T000893,U00382,2024-12-11,East,Toys,4008.43,Active,New York,CA,66.0,Basic,06/17/2023 00:38:00,useru00382@gmail.com,,1767.64,4,S013,Product_069,0.11,Corporate
T000426,U00241,2023-03-10,South,Electronics,1566.08,Pending,Tucson,GA,44.0,Premium,2024-04-24 19:10:00,useru00241@outlook.com,user_177,2320.06,14,S015,Product_219,0.29,Home Office
T000714,U00188,2024-02-20,East,Beauty,4844.51,,Seattle,OR,44.0,Standard,2023-02-11T12:14:00,useru00188@gmail.com,user_263,,10,S005,Product_131,,Corporate
T000261,U00363,2024-03-28,Central,Toys,3665.43,Pending,Denver,AZ,67.0,Standard,2024-03-25 13:49:00,useru00363@yahoo.com,user_259,668.71,7,S006,Product_126,0.08,Corporate
T000238,U00015,2023-09-09,Central,Books,2326.16,Inactive,Los Angeles,CA,27.0,Premium,2023-09-22T08:42:00,useru00015@gmail.com,user_249,143.04,6,S010,Product_153,0.43,Corporate
T000560,U00021,2024-05-05,West,Beauty,975.46,Active,Boise,NY,24.0,Basic,2023-03-03 00:32:00,,user_207,1534.25,6,S005,Product_189,0.03,Consumer
T000584,U00128,2023-05-16,Central,Sports,4990.74,Pending,Phoenix,OR,23.0,Premium,2023-04-26T18:00:00,useru00128@gmail.com,user_8,856.69,3,S012,Product_064,0.43,Corporate
T000446,U00205,2023-07-05,Central,Books,35.2,Churned,Los Angeles,TX,32.0,Basic,2024-10-12 10:06:00,useru00205@outlook.com,user_33,1821.77,8,S010,Product_216,0.32,Corporate
T000868,U00471,2023-10-28,West,Beauty,673.46,Pending,Omaha,CA,37.0,Standard,2024-03-11 08:32:00,useru00471@yahoo.com,user_399,1700.78,14,S007,Product_140,0.42,Home Office
T000801,U00262,2023-08-25,East,Clothing,4883.84,Active,New York,WA,54.0,Premium,2024-03-23 09:02:00,useru00262@outlook.com,user_271,1922.49,4,S007,Product_066,0.42,Consumer
T000600,U00236,2024-09-24,East,Electronics,3864.11,,Chicago,GA,26.0,Premium,02/18/2023 03:55:00,useru00236@outlook.com,user_285,1847.57,12,S005,Product_091,0.27,Consumer
T000850,U00047,2024-03-31,South,Home & Kitchen,4288.37,Active,Houston,IL,65.0,Premium,2024-09-24T08:18:00,useru00047@yahoo.com,user_103,975.78,14,S005,Product_060,0.46,Consumer
T000266,U00378,2023-09-11,West,Sports,4115.99,Active,Seattle,OR,68.0,Premium,2024-03-11 04:30:00,useru00378@yahoo.com,user_207,1299.77,5,S010,Product_256,0.32,Home Office
T000621,U00193,2023-05-05,West,Toys,380.94,Active,New York,WA,,Free,2024-08-15 10:03:00,useru00193@yahoo.com,,692.1,4,S008,Product_105,0.34,Corporate
T000530,U00472,2024-05-18,East,Books,3977.07,,Chicago,NY,54.0,Premium,2023-02-01 19:03:00,useru00472@gmail.com,user_196,2403.21,6,S004,Product_098,0.49,Corporate
T000056,U00351,2023-03-24,Central,Electronics,476.57,Inactive,Seattle,CA,,Premium,05/26/2024 13:41:00,useru00351@gmail.com,user_22,2253.68,10,S008,Product_139,,Corporate
T000121,U00189,2024-08-25,East,Sports,3882.97,Active,New York,TX,58.0,Free,2024-06-10 03:24:00,useru00189@outlook.com,user_83,641.27,12,S015,Product_080,0.02,Home Office
T000216,U00331,2023-12-10,East,Beauty,3282.24,Inactive,Omaha,GA,68.0,Basic,08/03/2024 04:57:00,useru00331@yahoo.com,user_191,,6,S005,Product_234,0.48,Consumer
T000026,U00019,2023-10-28,West,Sports,4430.09,Active,New York,OR,67.0,Premium,10/24/2024 06:18:00,useru00019@gmail.com,user_170,1999.36,7,S012,Product_226,0.45,Consumer
T000073,U00024,2023-04-12,Central,Toys,91.24,Active,Chicago,CO,15.0,Basic,2024-12-06T04:56:00,useru00024@yahoo.com,user_185,932.75,3,S001,Product_203,0.31,Consumer
T000045,U00354,2023-05-01,Central,Books,1844.04,,Seattle,CO,24.0,Free,2024-01-18T13:44:00,useru00354@outlook.com,"",622.43,14,S013,Product_042,0.26,Corporate
T000248,U00314,2023-09-28,East,Furniture,4464.43,,New York,TX,50.0,Standard,2024-03-26 01:12:00,,user_134,1170.5,15,S015,Product_254,0.02,Home Office
T000722,U00144,2023-06-30,East,Toys,1306.21,Pending,Phoenix,CO,18.0,Premium,,useru00144@outlook.com,user_175,2051.79,8,S008,Product_232,0.07,Home Office
T000282,U00056,2023-04-16,West,Clothing,2968.5,,Tucson,TX,55.0,Basic,05/07/2024 23:39:00,useru00056@gmail.com,user_31,1463.38,11,S013,Product_184,0.16,Consumer
